   列号   行号   纬度   经度
    461    525  35.11  46.94
    461    526  35.10  47.03
    461    527  35.10  47.11
    461    528  35.09  47.20
    461    529  35.09  47.29
    461    530  35.08  47.37
    461    531  35.07  47.46
    461    532  35.07  47.54
    461    533  35.06  47.63
    461    534  35.06  47.71
    461    535  35.05  47.80
    461    536  35.05  47.88
    461    537  35.04  47.97
    461    538  35.04  48.05
    461    539  35.03  48.14
    461    540  35.03  48.22
    461    541  35.02  48.30
    461    542  35.02  48.39
    461    543  35.01  48.47
    461    544  35.00  48.55
    461    545  35.00  48.64
    461    546  34.99  48.72
    461    547  34.99  48.80
    461    548  34.98  48.89
    461    549  34.98  48.97
    461    550  34.97  49.05
    462    451  35.52  39.99
    462    452  35.52  40.09
    462    453  35.51  40.20
    462    454  35.50  40.30
    462    455  35.49  40.41
    462    456  35.49  40.51
    462    457  35.48  40.61
    462    458  35.47  40.71
    462    459  35.46  40.82
    462    460  35.46  40.92
    462    461  35.45  41.02
    462    462  35.44  41.12
    462    463  35.43  41.22
    462    464  35.43  41.32
    462    465  35.42  41.42
    462    466  35.41  41.52
    462    467  35.41  41.62
    462    468  35.40  41.72
    462    469  35.39  41.82
    462    470  35.39  41.92
    462    471  35.38  42.02
    462    472  35.37  42.12
    462    473  35.36  42.22
    462    474  35.36  42.31
    462    475  35.35  42.41
    462    476  35.34  42.51
    462    477  35.34  42.60
    462    478  35.33  42.70
    462    479  35.32  42.80
    462    480  35.32  42.89
    462    481  35.31  42.99
    462    482  35.30  43.09
    462    483  35.30  43.18
    462    484  35.29  43.28
    462    485  35.28  43.37
    462    486  35.28  43.47
    462    487  35.27  43.56
    462    488  35.26  43.65
    462    489  35.26  43.75
    462    490  35.25  43.84
    462    491  35.24  43.94
    462    492  35.24  44.03
    462    493  35.23  44.12
    462    494  35.23  44.21
    462    495  35.22  44.31
    462    496  35.21  44.40
    462    497  35.21  44.49
    462    498  35.20  44.58
    462    499  35.19  44.68
    462    500  35.19  44.77
    462    501  35.18  44.86
    462    502  35.18  44.95
    462    503  35.17  45.04
    462    504  35.16  45.13
    462    505  35.16  45.22
    462    506  35.15  45.31
    462    507  35.15  45.40
    462    508  35.14  45.49
    462    509  35.13  45.58
    462    510  35.13  45.67
    462    511  35.12  45.76
    462    512  35.12  45.85
    462    513  35.11  45.94
    462    514  35.10  46.02
    462    515  35.10  46.11
    462    516  35.09  46.20
    462    517  35.09  46.29
    462    518  35.08  46.38
    462    519  35.08  46.46
    462    520  35.07  46.55
    462    521  35.06  46.64
    462    522  35.06  46.73
    462    523  35.05  46.81
    462    524  35.05  46.90
    462    525  35.04  46.99
    462    526  35.04  47.07
    462    527  35.03  47.16
    462    528  35.03  47.24
    462    529  35.02  47.33
    462    530  35.01  47.42
    462    531  35.01  47.50
    462    532  35.00  47.59
    462    533  35.00  47.67
    462    534  34.99  47.76
    462    535  34.99  47.84
    462    536  34.98  47.93
    462    537  34.98  48.01
    462    538  34.97  48.09
    462    539  34.97  48.18
    462    540  34.96  48.26
    462    541  34.96  48.35
    462    542  34.95  48.43
    462    543  34.94  48.51
    462    544  34.94  48.60
    462    545  34.93  48.68
    462    546  34.93  48.76
    462    547  34.92  48.85
    462    548  34.92  48.93
    462    549  34.91  49.01
    462    550  34.91  49.09
    463    451  35.46  40.05
    463    452  35.45  40.16
    463    453  35.44  40.26
    463    454  35.43  40.36
    463    455  35.43  40.47
    463    456  35.42  40.57
    463    457  35.41  40.67
    463    458  35.40  40.77
    463    459  35.40  40.88
    463    460  35.39  40.98
    463    461  35.38  41.08
    463    462  35.37  41.18
    463    463  35.37  41.28
    463    464  35.36  41.38
    463    465  35.35  41.48
    463    466  35.35  41.58
    463    467  35.34  41.68
    463    468  35.33  41.78
    463    469  35.32  41.88
    463    470  35.32  41.98
    463    471  35.31  42.08
    463    472  35.30  42.17
    463    473  35.30  42.27
    463    474  35.29  42.37
    463    475  35.28  42.47
    463    476  35.28  42.56
    463    477  35.27  42.66
    463    478  35.26  42.76
    463    479  35.26  42.85
    463    480  35.25  42.95
    463    481  35.24  43.04
    463    482  35.24  43.14
    463    483  35.23  43.24
    463    484  35.22  43.33
    463    485  35.22  43.42
    463    486  35.21  43.52
    463    487  35.20  43.61
    463    488  35.20  43.71
    463    489  35.19  43.80
    463    490  35.18  43.89
    463    491  35.18  43.99
    463    492  35.17  44.08
    463    493  35.17  44.17
    463    494  35.16  44.27
    463    495  35.15  44.36
    463    496  35.15  44.45
    463    497  35.14  44.54
    463    498  35.13  44.63
    463    499  35.13  44.73
    463    500  35.12  44.82
    463    501  35.12  44.91
    463    502  35.11  45.00
    463    503  35.10  45.09
    463    504  35.10  45.18
    463    505  35.09  45.27
    463    506  35.09  45.36
    463    507  35.08  45.45
    463    508  35.07  45.54
    463    509  35.07  45.63
    463    510  35.06  45.72
    463    511  35.06  45.81
    463    512  35.05  45.90
    463    513  35.04  45.98
    463    514  35.04  46.07
    463    515  35.03  46.16
    463    516  35.03  46.25
    463    517  35.02  46.34
    463    518  35.02  46.42
    463    519  35.01  46.51
    463    520  35.00  46.60
    463    521  35.00  46.69
    463    522  34.99  46.77
    463    523  34.99  46.86
    463    524  34.98  46.95
    463    525  34.98  47.03
    463    526  34.97  47.12
    463    527  34.97  47.20
    463    528  34.96  47.29
    463    529  34.95  47.37
    463    530  34.95  47.46
    463    531  34.94  47.55
    463    532  34.94  47.63
    463    533  34.93  47.72
    463    534  34.93  47.80
    463    535  34.92  47.88
    463    536  34.92  47.97
    463    537  34.91  48.05
    463    538  34.91  48.14
    463    539  34.90  48.22
    463    540  34.90  48.31
    463    541  34.89  48.39
    463    542  34.88  48.47
    463    543  34.88  48.56
    463    544  34.87  48.64
    463    545  34.87  48.72
    463    546  34.86  48.80
    463    547  34.86  48.89
    463    548  34.85  48.97
    463    549  34.85  49.05
    463    550  34.84  49.13
    464    451  35.39  40.11
    464    452  35.38  40.22
    464    453  35.37  40.32
    464    454  35.37  40.42
    464    455  35.36  40.53
    464    456  35.35  40.63
    464    457  35.34  40.73
    464    458  35.34  40.83
    464    459  35.33  40.94
    464    460  35.32  41.04
    464    461  35.31  41.14
    464    462  35.31  41.24
    464    463  35.30  41.34
    464    464  35.29  41.44
    464    465  35.29  41.54
    464    466  35.28  41.64
    464    467  35.27  41.74
    464    468  35.26  41.84
    464    469  35.26  41.94
    464    470  35.25  42.03
    464    471  35.24  42.13
    464    472  35.24  42.23
    464    473  35.23  42.33
    464    474  35.22  42.42
    464    475  35.22  42.52
    464    476  35.21  42.62
    464    477  35.20  42.71
    464    478  35.20  42.81
    464    479  35.19  42.91
    464    480  35.18  43.00
    464    481  35.18  43.10
    464    482  35.17  43.19
    464    483  35.16  43.29
    464    484  35.16  43.38
    464    485  35.15  43.48
    464    486  35.14  43.57
    464    487  35.14  43.67
    464    488  35.13  43.76
    464    489  35.12  43.85
    464    490  35.12  43.95
    464    491  35.11  44.04
    464    492  35.11  44.13
    464    493  35.10  44.22
    464    494  35.09  44.32
    464    495  35.09  44.41
    464    496  35.08  44.50
    464    497  35.07  44.59
    464    498  35.07  44.68
    464    499  35.06  44.78
    464    500  35.06  44.87
    464    501  35.05  44.96
    464    502  35.04  45.05
    464    503  35.04  45.14
    464    504  35.03  45.23
    464    505  35.03  45.32
    464    506  35.02  45.41
    464    507  35.01  45.50
    464    508  35.01  45.59
    464    509  35.00  45.68
    464    510  35.00  45.77
    464    511  34.99  45.85
    464    512  34.98  45.94
    464    513  34.98  46.03
    464    514  34.97  46.12
    464    515  34.97  46.21
    464    516  34.96  46.29
    464    517  34.96  46.38
    464    518  34.95  46.47
    464    519  34.94  46.56
    464    520  34.94  46.64
    464    521  34.93  46.73
    464    522  34.93  46.82
    464    523  34.92  46.90
    464    524  34.92  46.99
    464    525  34.91  47.08
    464    526  34.91  47.16
    464    527  34.90  47.25
    464    528  34.89  47.33
    464    529  34.89  47.42
    464    530  34.88  47.50
    464    531  34.88  47.59
    464    532  34.87  47.67
    464    533  34.87  47.76
    464    534  34.86  47.84
    464    535  34.86  47.93
    464    536  34.85  48.01
    464    537  34.85  48.10
    464    538  34.84  48.18
    464    539  34.84  48.26
    464    540  34.83  48.35
    464    541  34.83  48.43
    464    542  34.82  48.51
    464    543  34.81  48.60
    464    544  34.81  48.68
    464    545  34.80  48.76
    464    546  34.80  48.85
    464    547  34.79  48.93
    464    548  34.79  49.01
    464    549  34.78  49.09
    464    550  34.78  49.17
    465    451  35.32  40.18
    465    452  35.31  40.28
    465    453  35.31  40.38
    465    454  35.30  40.48
    465    455  35.29  40.59
    465    456  35.28  40.69
    465    457  35.28  40.79
    465    458  35.27  40.89
    465    459  35.26  40.99
    465    460  35.25  41.10
    465    461  35.25  41.20
    465    462  35.24  41.30
    465    463  35.23  41.40
    465    464  35.23  41.50
    465    465  35.22  41.60
    465    466  35.21  41.70
    465    467  35.20  41.79
    465    468  35.20  41.89
    465    469  35.19  41.99
    465    470  35.18  42.09
    465    471  35.18  42.19
    465    472  35.17  42.29
    465    473  35.16  42.38
    465    474  35.16  42.48
    465    475  35.15  42.58
    465    476  35.14  42.67
    465    477  35.14  42.77
    465    478  35.13  42.87
    465    479  35.12  42.96
    465    480  35.12  43.06
    465    481  35.11  43.15
    465    482  35.10  43.25
    465    483  35.10  43.34
    465    484  35.09  43.44
    465    485  35.08  43.53
    465    486  35.08  43.62
    465    487  35.07  43.72
    465    488  35.06  43.81
    465    489  35.06  43.90
    465    490  35.05  44.00
    465    491  35.05  44.09
    465    492  35.04  44.18
    465    493  35.03  44.28
    465    494  35.03  44.37
    465    495  35.02  44.46
    465    496  35.01  44.55
    465    497  35.01  44.64
    465    498  35.00  44.73
    465    499  35.00  44.83
    465    500  34.99  44.92
    465    501  34.98  45.01
    465    502  34.98  45.10
    465    503  34.97  45.19
    465    504  34.97  45.28
    465    505  34.96  45.37
    465    506  34.95  45.46
    465    507  34.95  45.55
    465    508  34.94  45.64
    465    509  34.94  45.72
    465    510  34.93  45.81
    465    511  34.92  45.90
    465    512  34.92  45.99
    465    513  34.91  46.08
    465    514  34.91  46.17
    465    515  34.90  46.25
    465    516  34.90  46.34
    465    517  34.89  46.43
    465    518  34.88  46.52
    465    519  34.88  46.60
    465    520  34.87  46.69
    465    521  34.87  46.78
    465    522  34.86  46.86
    465    523  34.86  46.95
    465    524  34.85  47.04
    465    525  34.85  47.12
    465    526  34.84  47.21
    465    527  34.83  47.29
    465    528  34.83  47.38
    465    529  34.82  47.46
    465    530  34.82  47.55
    465    531  34.81  47.63
    465    532  34.81  47.72
    465    533  34.80  47.80
    465    534  34.80  47.89
    465    535  34.79  47.97
    465    536  34.79  48.06
    465    537  34.78  48.14
    465    538  34.78  48.22
    465    539  34.77  48.31
    465    540  34.77  48.39
    465    541  34.76  48.47
    465    542  34.76  48.56
    465    543  34.75  48.64
    465    544  34.74  48.72
    465    545  34.74  48.80
    465    546  34.73  48.89
    465    547  34.73  48.97
    465    548  34.72  49.05
    465    549  34.72  49.13
    465    550  34.71  49.22
    466    451  35.25  40.24
    466    452  35.25  40.34
    466    453  35.24  40.44
    466    454  35.23  40.55
    466    455  35.22  40.65
    466    456  35.22  40.75
    466    457  35.21  40.85
    466    458  35.20  40.95
    466    459  35.19  41.05
    466    460  35.19  41.15
    466    461  35.18  41.25
    466    462  35.17  41.36
    466    463  35.17  41.45
    466    464  35.16  41.55
    466    465  35.15  41.65
    466    466  35.14  41.75
    466    467  35.14  41.85
    466    468  35.13  41.95
    466    469  35.12  42.05
    466    470  35.12  42.15
    466    471  35.11  42.24
    466    472  35.10  42.34
    466    473  35.10  42.44
    466    474  35.09  42.53
    466    475  35.08  42.63
    466    476  35.08  42.73
    466    477  35.07  42.82
    466    478  35.06  42.92
    466    479  35.06  43.01
    466    480  35.05  43.11
    466    481  35.04  43.21
    466    482  35.04  43.30
    466    483  35.03  43.39
    466    484  35.02  43.49
    466    485  35.02  43.58
    466    486  35.01  43.68
    466    487  35.00  43.77
    466    488  35.00  43.86
    466    489  34.99  43.96
    466    490  34.99  44.05
    466    491  34.98  44.14
    466    492  34.97  44.23
    466    493  34.97  44.33
    466    494  34.96  44.42
    466    495  34.95  44.51
    466    496  34.95  44.60
    466    497  34.94  44.69
    466    498  34.94  44.78
    466    499  34.93  44.87
    466    500  34.92  44.97
    466    501  34.92  45.06
