(38.865, 36.325)	(38.974, 36.317)	(39.083, 36.308)	(39.192, 36.300)	(39.300, 36.292)	(39.408, 36.284)	(39.515, 36.276)	(39.622, 36.268)	(39.729, 36.260)	(39.835, 36.252)	(39.941, 36.244)	(40.047, 36.236)	(40.152, 36.228)	(40.257, 36.220)	(40.362, 36.213)	(40.466, 36.205)	(40.570, 36.197)	(40.674, 36.190)	(40.777, 36.182)	(40.880, 36.174)	(40.983, 36.167)	(41.085, 36.159)	(41.187, 36.152)	(41.289, 36.144)	(41.390, 36.137)	(41.491, 36.130)	(41.592, 36.122)	(41.693, 36.115)	(41.793, 36.108)	(41.893, 36.101)	(41.992, 36.093)	(42.092, 36.086)	(42.191, 36.079)	(42.290, 36.072)	(42.388, 36.065)	(42.487, 36.058)	(42.585, 36.051)	(42.682, 36.044)	(42.780, 36.037)	(42.877, 36.030)	(42.974, 36.023)	(43.071, 36.016)	(43.167, 36.009)	(43.263, 36.003)	(43.359, 35.996)	(43.455, 35.989)	(43.550, 35.982)	(43.645, 35.976)	(43.740, 35.969)	(43.835, 35.962)	(43.929, 35.956)	(44.024, 35.949)	(44.118, 35.943)	(44.211, 35.936)	(44.305, 35.930)	(44.398, 35.923)	(44.491, 35.917)	(44.584, 35.910)	(44.676, 35.904)	(44.769, 35.898)	(44.861, 35.891)	(44.953, 35.885)	(45.045, 35.879)	(45.136, 35.873)	(45.227, 35.866)	(45.318, 35.860)	(45.409, 35.854)	(45.500, 35.848)	(45.590, 35.842)	(45.681, 35.836)	(45.771, 35.830)	(45.860, 35.823)	(45.950, 35.817)	(46.040, 35.811)	(46.129, 35.805)	(46.218, 35.800)	(46.307, 35.794)	(46.395, 35.788)	(46.484, 35.782)	(46.572, 35.776)	(46.660, 35.770)	(46.748, 35.764)	(46.836, 35.759)	(46.923, 35.753)	(47.010, 35.747)	(47.098, 35.741)	(47.185, 35.736)	(47.271, 35.730)	(47.358, 35.724)	(47.444, 35.719)	(47.531, 35.713)	(47.617, 35.707)	(47.703, 35.702)	(47.788, 35.696)	(47.874, 35.691)	(47.959, 35.685)	(48.045, 35.680)	(48.130, 35.674)	(48.215, 35.669)	(48.299, 35.663)	
(42.044, 32.682)	(42.138, 32.675)	(42.232, 32.669)	(42.326, 32.663)	(42.419, 32.657)	(42.512, 32.651)	(42.605, 32.645)	(42.698, 32.639)	(42.790, 32.633)	(42.882, 32.627)	(42.974, 32.621)	(43.066, 32.615)	(43.158, 32.609)	(43.249, 32.603)	(43.340, 32.597)	(43.431, 32.592)	(43.522, 32.586)	(43.612, 32.580)	(43.702, 32.574)	(43.792, 32.568)	(43.882, 32.563)	(43.972, 32.557)	(44.061, 32.551)	(44.150, 32.546)	(44.239, 32.540)	(44.328, 32.535)	(44.416, 32.529)	(44.505, 32.523)	(44.593, 32.518)	(44.681, 32.512)	(44.768, 32.507)	(44.856, 32.501)	(44.943, 32.496)	(45.030, 32.490)	(45.117, 32.485)	(45.204, 32.480)	(45.291, 32.474)	(45.377, 32.469)	(45.463, 32.464)	(45.549, 32.458)	(45.635, 32.453)	(45.721, 32.448)	(45.806, 32.443)	(45.892, 32.437)	(45.977, 32.432)	(46.062, 32.427)	(46.147, 32.422)	(46.231, 32.417)	(46.316, 32.412)	(46.400, 32.406)	(46.484, 32.401)	(46.568, 32.396)	(46.652, 32.391)	(46.735, 32.386)	(46.819, 32.381)	(46.902, 32.376)	(46.985, 32.371)	(47.068, 32.366)	(47.151, 32.361)	(47.233, 32.356)	(47.316, 32.351)	(47.398, 32.347)	(47.480, 32.342)	(47.562, 32.337)	(47.644, 32.332)	(47.726, 32.327)	(47.807, 32.322)	(47.889, 32.318)	(47.970, 32.313)	(48.051, 32.308)	(48.132, 32.303)	(48.213, 32.299)	(48.293, 32.294)	(48.374, 32.289)	(48.454, 32.285)	(48.534, 32.280)	(48.614, 32.275)	(48.694, 32.271)	(48.774, 32.266)	(48.854, 32.261)	(48.933, 32.257)	(49.013, 32.252)	(49.092, 32.248)	(49.171, 32.243)	(49.250, 32.239)	(49.329, 32.234)	(49.407, 32.230)	(49.486, 32.225)	(49.564, 32.221)	(49.643, 32.216)	(49.721, 32.212)	(49.799, 32.208)	(49.877, 32.203)	(49.955, 32.199)	(50.032, 32.195)	(50.110, 32.190)	(50.187, 32.186)	(50.264, 32.182)	(50.342, 32.177)	(50.419, 32.173)	
(42.093, 32.618)	(42.187, 32.612)	(42.280, 32.606)	(42.374, 32.600)	(42.467, 32.594)	(42.560, 32.588)	(42.653, 32.582)	(42.745, 32.576)	(42.837, 32.570)	(42.929, 32.564)	(43.021, 32.558)	(43.113, 32.552)	(43.204, 32.546)	(43.295, 32.540)	(43.386, 32.534)	(43.477, 32.528)	(43.567, 32.523)	(43.657, 32.517)	(43.747, 32.511)	(43.837, 32.506)	(43.927, 32.500)	(44.016, 32.494)	(44.105, 32.489)	(44.194, 32.483)	(44.283, 32.477)	(44.372, 32.472)	(44.460, 32.466)	(44.548, 32.461)	(44.636, 32.455)	(44.724, 32.450)	(44.811, 32.444)	(44.899, 32.439)	(44.986, 32.433)	(45.073, 32.428)	(45.160, 32.423)	(45.246, 32.417)	(45.333, 32.412)	(45.419, 32.406)	(45.505, 32.401)	(45.591, 32.396)	(45.677, 32.391)	(45.762, 32.385)	(45.848, 32.380)	(45.933, 32.375)	(46.018, 32.370)	(46.102, 32.365)	(46.187, 32.359)	(46.272, 32.354)	(46.356, 32.349)	(46.440, 32.344)	(46.524, 32.339)	(46.608, 32.334)	(46.691, 32.329)	(46.775, 32.324)	(46.858, 32.319)	(46.941, 32.314)	(47.024, 32.309)	(47.107, 32.304)	(47.189, 32.299)	(47.272, 32.294)	(47.354, 32.289)	(47.436, 32.285)	(47.518, 32.280)	(47.600, 32.275)	(47.682, 32.270)	(47.764, 32.265)	(47.845, 32.260)	(47.926, 32.256)	(48.007, 32.251)	(48.088, 32.246)	(48.169, 32.242)	(48.250, 32.237)	(48.330, 32.232)	(48.410, 32.228)	(48.491, 32.223)	(48.571, 32.218)	(48.651, 32.214)	(48.731, 32.209)	(48.810, 32.204)	(48.890, 32.200)	(48.969, 32.195)	(49.048, 32.191)	(49.127, 32.186)	(49.206, 32.182)	(49.285, 32.177)	(49.364, 32.173)	(49.442, 32.168)	(49.521, 32.164)	(49.599, 32.159)	(49.677, 32.155)	(49.755, 32.151)	(49.833, 32.146)	(49.911, 32.142)	(49.989, 32.138)	(50.066, 32.133)	(50.144, 32.129)	(50.221, 32.125)	(50.298, 32.120)	(50.375, 32.116)	(50.452, 32.112)	
(42.141, 32.555)	(42.235, 32.549)	(42.328, 32.542)	(42.422, 32.536)	(42.515, 32.530)	(42.607, 32.524)	(42.700, 32.518)	(42.792, 32.512)	(42.884, 32.506)	(42.976, 32.501)	(43.068, 32.495)	(43.159, 32.489)	(43.250, 32.483)	(43.341, 32.477)	(43.432, 32.471)	(43.522, 32.466)	(43.613, 32.460)	(43.703, 32.454)	(43.792, 32.448)	(43.882, 32.443)	(43.971, 32.437)	(44.061, 32.431)	(44.150, 32.426)	(44.238, 32.420)	(44.327, 32.415)	(44.415, 32.409)	(44.504, 32.403)	(44.592, 32.398)	(44.679, 32.392)	(44.767, 32.387)	(44.854, 32.382)	(44.942, 32.376)	(45.029, 32.371)	(45.115, 32.365)	(45.202, 32.360)	(45.288, 32.355)	(45.375, 32.349)	(45.461, 32.344)	(45.547, 32.339)	(45.632, 32.334)	(45.718, 32.328)	(45.803, 32.323)	(45.888, 32.318)	(45.973, 32.313)	(46.058, 32.308)	(46.143, 32.302)	(46.227, 32.297)	(46.312, 32.292)	(46.396, 32.287)	(46.480, 32.282)	(46.564, 32.277)	(46.647, 32.272)	(46.731, 32.267)	(46.814, 32.262)	(46.897, 32.257)	(46.980, 32.252)	(47.063, 32.247)	(47.145, 32.242)	(47.228, 32.237)	(47.310, 32.232)	(47.392, 32.228)	(47.475, 32.223)	(47.556, 32.218)	(47.638, 32.213)	(47.720, 32.208)	(47.801, 32.203)	(47.882, 32.199)	(47.963, 32.194)	(48.044, 32.189)	(48.125, 32.185)	(48.206, 32.180)	(48.286, 32.175)	(48.367, 32.170)	(48.447, 32.166)	(48.527, 32.161)	(48.607, 32.157)	(48.687, 32.152)	(48.766, 32.147)	(48.846, 32.143)	(48.925, 32.138)	(49.005, 32.134)	(49.084, 32.129)	(49.163, 32.125)	(49.242, 32.120)	(49.320, 32.116)	(49.399, 32.111)	(49.477, 32.107)	(49.556, 32.103)	(49.634, 32.098)	(49.712, 32.094)	(49.790, 32.089)	(49.868, 32.085)	(49.945, 32.081)	(50.023, 32.076)	(50.100, 32.072)	(50.177, 32.068)	(50.255, 32.063)	(50.332, 32.059)	(50.409, 32.055)	(50.485, 32.051)	
(42.189, 32.491)	(42.283, 32.485)	(42.376, 32.479)	(42.469, 32.473)	(42.562, 32.467)	(42.655, 32.461)	(42.747, 32.455)	(42.839, 32.449)	(42.931, 32.443)	(43.022, 32.437)	(43.114, 32.432)	(43.205, 32.426)	(43.296, 32.420)	(43.387, 32.414)	(43.477, 32.408)	(43.568, 32.403)	(43.658, 32.397)	(43.747, 32.391)	(43.837, 32.386)	(43.927, 32.380)	(44.016, 32.374)	(44.105, 32.369)	(44.194, 32.363)	(44.282, 32.357)	(44.371, 32.352)	(44.459, 32.346)	(44.547, 32.341)	(44.635, 32.335)	(44.722, 32.330)	(44.810, 32.325)	(44.897, 32.319)	(44.984, 32.314)	(45.071, 32.308)	(45.158, 32.303)	(45.244, 32.298)	(45.330, 32.292)	(45.416, 32.287)	(45.502, 32.282)	(45.588, 32.276)	(45.674, 32.271)	(45.759, 32.266)	(45.844, 32.261)	(45.929, 32.256)	(46.014, 32.251)	(46.099, 32.245)	(46.183, 32.240)	(46.267, 32.235)	(46.352, 32.230)	(46.436, 32.225)	(46.519, 32.220)	(46.603, 32.215)	(46.687, 32.210)	(46.770, 32.205)	(46.853, 32.200)	(46.936, 32.195)	(47.019, 32.190)	(47.101, 32.185)	(47.184, 32.180)	(47.266, 32.175)	(47.349, 32.171)	(47.431, 32.166)	(47.512, 32.161)	(47.594, 32.156)	(47.676, 32.151)	(47.757, 32.146)	(47.838, 32.142)	(47.920, 32.137)	(48.001, 32.132)	(48.081, 32.128)	(48.162, 32.123)	(48.243, 32.118)	(48.323, 32.114)	(48.403, 32.109)	(48.483, 32.104)	(48.563, 32.100)	(48.643, 32.095)	(48.723, 32.091)	(48.802, 32.086)	(48.882, 32.081)	(48.961, 32.077)	(49.040, 32.072)	(49.119, 32.068)	(49.198, 32.063)	(49.277, 32.059)	(49.355, 32.054)	(49.434, 32.050)	(49.512, 32.046)	(49.590, 32.041)	(49.668, 32.037)	(49.746, 32.032)	(49.824, 32.028)	(49.902, 32.024)	(49.979, 32.019)	(50.057, 32.015)	(50.134, 32.011)	(50.211, 32.007)	(50.288, 32.002)	(50.365, 31.998)	(50.442, 31.994)	(50.518, 31.990)	
(42.237, 32.428)	(42.331, 32.422)	(42.424, 32.416)	(42.517, 32.410)	(42.609, 32.404)	(42.702, 32.398)	(42.794, 32.392)	(42.886, 32.386)	(42.977, 32.380)	(43.069, 32.375)	(43.160, 32.369)	(43.251, 32.363)	(43.342, 32.357)	(43.432, 32.351)	(43.522, 32.346)	(43.613, 32.340)	(43.702, 32.334)	(43.792, 32.328)	(43.882, 32.323)	(43.971, 32.317)	(44.060, 32.312)	(44.149, 32.306)	(44.237, 32.300)	(44.326, 32.295)	(44.414, 32.289)	(44.502, 32.284)	(44.590, 32.278)	(44.678, 32.273)	(44.765, 32.267)	(44.852, 32.262)	(44.939, 32.257)	(45.026, 32.251)	(45.113, 32.246)	(45.199, 32.241)	(45.286, 32.235)	(45.372, 32.230)	(45.458, 32.225)	(45.544, 32.219)	(45.629, 32.214)	(45.715, 32.209)	(45.800, 32.204)	(45.885, 32.199)	(45.970, 32.194)	(46.054, 32.188)	(46.139, 32.183)	(46.223, 32.178)	(46.307, 32.173)	(46.391, 32.168)	(46.475, 32.163)	(46.559, 32.158)	(46.642, 32.153)	(46.726, 32.148)	(46.809, 32.143)	(46.892, 32.138)	(46.975, 32.133)	(47.057, 32.128)	(47.140, 32.123)	(47.222, 32.118)	(47.304, 32.114)	(47.387, 32.109)	(47.468, 32.104)	(47.550, 32.099)	(47.632, 32.094)	(47.713, 32.090)	(47.794, 32.085)	(47.876, 32.080)	(47.957, 32.075)	(48.037, 32.071)	(48.118, 32.066)	(48.199, 32.061)	(48.279, 32.057)	(48.359, 32.052)	(48.439, 32.047)	(48.519, 32.043)	(48.599, 32.038)	(48.679, 32.034)	(48.758, 32.029)	(48.838, 32.025)	(48.917, 32.020)	(48.996, 32.015)	(49.075, 32.011)	(49.154, 32.007)	(49.233, 32.002)	(49.311, 31.998)	(49.390, 31.993)	(49.468, 31.989)	(49.546, 31.984)	(49.625, 31.980)	(49.702, 31.976)	(49.780, 31.971)	(49.858, 31.967)	(49.936, 31.963)	(50.013, 31.958)	(50.090, 31.954)	(50.167, 31.950)	(50.244, 31.945)	(50.321, 31.941)	(50.398, 31.937)	(50.475, 31.933)	(50.551, 31.928)	
(42.285, 32.365)	(42.378, 32.359)	(42.471, 32.353)	(42.564, 32.347)	(42.656, 32.341)	(42.748, 32.335)	(42.840, 32.329)	(42.932, 32.323)	(43.023, 32.317)	(43.115, 32.312)	(43.206, 32.306)	(43.296, 32.300)	(43.387, 32.294)	(43.477, 32.289)	(43.567, 32.283)	(43.657, 32.277)	(43.747, 32.271)	(43.837, 32.266)	(43.926, 32.260)	(44.015, 32.255)	(44.104, 32.249)	(44.193, 32.243)	(44.281, 32.238)	(44.369, 32.232)	(44.457, 32.227)	(44.545, 32.221)	(44.633, 32.216)	(44.720, 32.210)	(44.808, 32.205)	(44.895, 32.200)	(44.982, 32.194)	(45.068, 32.189)	(45.155, 32.184)	(45.241, 32.178)	(45.327, 32.173)	(45.413, 32.168)	(45.499, 32.163)	(45.585, 32.157)	(45.670, 32.152)	(45.755, 32.147)	(45.840, 32.142)	(45.925, 32.137)	(46.010, 32.131)	(46.094, 32.126)	(46.179, 32.121)	(46.263, 32.116)	(46.347, 32.111)	(46.431, 32.106)	(46.515, 32.101)	(46.598, 32.096)	(46.681, 32.091)	(46.765, 32.086)	(46.848, 32.081)	(46.930, 32.076)	(47.013, 32.071)	(47.096, 32.066)	(47.178, 32.062)	(47.260, 32.057)	(47.342, 32.052)	(47.424, 32.047)	(47.506, 32.042)	(47.588, 32.037)	(47.669, 32.033)	(47.750, 32.028)	(47.832, 32.023)	(47.913, 32.018)	(47.993, 32.014)	(48.074, 32.009)	(48.155, 32.004)	(48.235, 32.000)	(48.315, 31.995)	(48.396, 31.991)	(48.476, 31.986)	(48.555, 31.981)	(48.635, 31.977)	(48.715, 31.972)	(48.794, 31.968)	(48.873, 31.963)	(48.952, 31.959)	(49.031, 31.954)	(49.110, 31.950)	(49.189, 31.945)	(49.268, 31.941)	(49.346, 31.936)	(49.425, 31.932)	(49.503, 31.928)	(49.581, 31.923)	(49.659, 31.919)	(49.737, 31.914)	(49.814, 31.910)	(49.892, 31.906)	(49.969, 31.901)	(50.047, 31.897)	(50.124, 31.893)	(50.201, 31.889)	(50.278, 31.884)	(50.355, 31.880)	(50.431, 31.876)	(50.508, 31.872)	(50.584, 31.868)	
(42.333, 32.302)	(42.425, 32.296)	(42.518, 32.290)	(42.611, 32.284)	(42.703, 32.278)	(42.795, 32.272)	(42.886, 32.266)	(42.978, 32.260)	(43.069, 32.255)	(43.160, 32.249)	(43.251, 32.243)	(43.342, 32.237)	(43.432, 32.232)	(43.522, 32.226)	(43.612, 32.220)	(43.702, 32.214)	(43.791, 32.209)	(43.881, 32.203)	(43.970, 32.198)	(44.059, 32.192)	(44.148, 32.186)	(44.236, 32.181)	(44.324, 32.175)	(44.412, 32.170)	(44.500, 32.164)	(44.588, 32.159)	(44.675, 32.154)	(44.763, 32.148)	(44.850, 32.143)	(44.937, 32.137)	(45.024, 32.132)	(45.110, 32.127)	(45.196, 32.121)	(45.283, 32.116)	(45.369, 32.111)	(45.454, 32.106)	(45.540, 32.100)	(45.625, 32.095)	(45.711, 32.090)	(45.796, 32.085)	(45.881, 32.080)	(45.965, 32.075)	(46.050, 32.069)	(46.134, 32.064)	(46.219, 32.059)	(46.303, 32.054)	(46.386, 32.049)	(46.470, 32.044)	(46.554, 32.039)	(46.637, 32.034)	(46.720, 32.029)	(46.803, 32.024)	(46.886, 32.019)	(46.969, 32.014)	(47.052, 32.010)	(47.134, 32.005)	(47.216, 32.000)	(47.298, 31.995)	(47.380, 31.990)	(47.462, 31.985)	(47.544, 31.981)	(47.625, 31.976)	(47.706, 31.971)	(47.788, 31.966)	(47.869, 31.962)	(47.949, 31.957)	(48.030, 31.952)	(48.111, 31.948)	(48.191, 31.943)	(48.271, 31.938)	(48.352, 31.934)	(48.432, 31.929)	(48.511, 31.925)	(48.591, 31.920)	(48.671, 31.915)	(48.750, 31.911)	(48.829, 31.906)	(48.909, 31.902)	(48.988, 31.897)	(49.066, 31.893)	(49.145, 31.888)	(49.224, 31.884)	(49.302, 31.880)	(49.381, 31.875)	(49.459, 31.871)	(49.537, 31.866)	(49.615, 31.862)	(49.693, 31.858)	(49.771, 31.853)	(49.848, 31.849)	(49.926, 31.845)	(50.003, 31.840)	(50.080, 31.836)	(50.157, 31.832)	(50.234, 31.828)	(50.311, 31.823)	(50.388, 31.819)	(50.464, 31.815)	(50.541, 31.811)	(50.617, 31.807)	
(42.380, 32.239)	(42.472, 32.233)	(42.565, 32.227)	(42.657, 32.221)	(42.749, 32.215)	(42.841, 32.209)	(42.932, 32.204)	(43.024, 32.198)	(43.115, 32.192)	(43.206, 32.186)	(43.296, 32.180)	(43.387, 32.175)	(43.477, 32.169)	(43.567, 32.163)	(43.657, 32.158)	(43.746, 32.152)	(43.836, 32.146)	(43.925, 32.141)	(44.014, 32.135)	(44.102, 32.130)	(44.191, 32.124)	(44.279, 32.118)	(44.367, 32.113)	(44.455, 32.108)	(44.543, 32.102)	(44.631, 32.097)	(44.718, 32.091)	(44.805, 32.086)	(44.892, 32.081)	(44.979, 32.075)	(45.065, 32.070)	(45.152, 32.065)	(45.238, 32.059)	(45.324, 32.054)	(45.410, 32.049)	(45.495, 32.044)	(45.581, 32.038)	(45.666, 32.033)	(45.751, 32.028)	(45.836, 32.023)	(45.921, 32.018)	(46.005, 32.013)	(46.090, 32.008)	(46.174, 32.002)	(46.258, 31.997)	(46.342, 31.992)	(46.426, 31.987)	(46.509, 31.982)	(46.593, 31.977)	(46.676, 31.972)	(46.759, 31.968)	(46.842, 31.963)	(46.925, 31.958)	(47.007, 31.953)	(47.090, 31.948)	(47.172, 31.943)	(47.254, 31.938)	(47.336, 31.933)	(47.418, 31.929)	(47.499, 31.924)	(47.581, 31.919)	(47.662, 31.914)	(47.743, 31.910)	(47.824, 31.905)	(47.905, 31.900)	(47.986, 31.896)	(48.067, 31.891)	(48.147, 31.886)	(48.227, 31.882)	(48.308, 31.877)	(48.388, 31.872)	(48.467, 31.868)	(48.547, 31.863)	(48.627, 31.859)	(48.706, 31.854)	(48.785, 31.850)	(48.865, 31.845)	(48.944, 31.841)	(49.023, 31.836)	(49.101, 31.832)	(49.180, 31.827)	(49.258, 31.823)	(49.337, 31.818)	(49.415, 31.814)	(49.493, 31.810)	(49.571, 31.805)	(49.649, 31.801)	(49.727, 31.797)	(49.804, 31.792)	(49.882, 31.788)	(49.959, 31.784)	(50.036, 31.779)	(50.113, 31.775)	(50.190, 31.771)	(50.267, 31.767)	(50.344, 31.763)	(50.420, 31.758)	(50.497, 31.754)	(50.573, 31.750)	(50.650, 31.746)	
(42.427, 32.176)	(42.519, 32.170)	(42.611, 32.164)	(42.703, 32.158)	(42.795, 32.152)	(42.887, 32.147)	(42.978, 32.141)	(43.069, 32.135)	(43.160, 32.129)	(43.251, 32.123)	(43.341, 32.118)	(43.432, 32.112)	(43.522, 32.106)	(43.611, 32.101)	(43.701, 32.095)	(43.790, 32.089)	(43.880, 32.084)	(43.969, 32.078)	(44.057, 32.073)	(44.146, 32.067)	(44.234, 32.062)	(44.322, 32.056)	(44.410, 32.051)	(44.498, 32.045)	(44.586, 32.040)	(44.673, 32.034)	(44.760, 32.029)	(44.847, 32.024)	(44.934, 32.018)	(45.020, 32.013)	(45.107, 32.008)	(45.193, 32.002)	(45.279, 31.997)	(45.365, 31.992)	(45.451, 31.987)	(45.536, 31.982)	(45.621, 31.976)	(45.707, 31.971)	(45.792, 31.966)	(45.876, 31.961)	(45.961, 31.956)	(46.045, 31.951)	(46.130, 31.946)	(46.214, 31.941)	(46.298, 31.936)	(46.381, 31.931)	(46.465, 31.926)	(46.548, 31.921)	(46.632, 31.916)	(46.715, 31.911)	(46.798, 31.906)	(46.880, 31.901)	(46.963, 31.896)	(47.045, 31.891)	(47.128, 31.886)	(47.210, 31.882)	(47.292, 31.877)	(47.374, 31.872)	(47.455, 31.867)	(47.537, 31.862)	(47.618, 31.858)	(47.699, 31.853)	(47.780, 31.848)	(47.861, 31.844)	(47.942, 31.839)	(48.023, 31.834)	(48.103, 31.830)	(48.183, 31.825)	(48.263, 31.820)	(48.343, 31.816)	(48.423, 31.811)	(48.503, 31.807)	(48.583, 31.802)	(48.662, 31.797)	(48.741, 31.793)	(48.821, 31.788)	(48.900, 31.784)	(48.979, 31.780)	(49.057, 31.775)	(49.136, 31.771)	(49.215, 31.766)	(49.293, 31.762)	(49.371, 31.757)	(49.449, 31.753)	(49.527, 31.749)	(49.605, 31.744)	(49.683, 31.740)	(49.760, 31.736)	(49.838, 31.731)	(49.915, 31.727)	(49.992, 31.723)	(50.070, 31.719)	(50.147, 31.714)	(50.223, 31.710)	(50.300, 31.706)	(50.377, 31.702)	(50.453, 31.698)	(50.530, 31.693)	(50.606, 31.689)	(50.682, 31.685)	
(42.473, 32.113)	(42.566, 32.107)	(42.658, 32.102)	(42.750, 32.096)	(42.841, 32.090)	(42.933, 32.084)	(43.024, 32.078)	(43.115, 32.072)	(43.205, 32.067)	(43.296, 32.061)	(43.386, 32.055)	(43.476, 32.050)	(43.566, 32.044)	(43.656, 32.038)	(43.745, 32.033)	(43.834, 32.027)	(43.923, 32.021)	(44.012, 32.016)	(44.101, 32.010)	(44.189, 32.005)	(44.277, 31.999)	(44.365, 31.994)	(44.453, 31.988)	(44.541, 31.983)	(44.628, 31.978)	(44.715, 31.972)	(44.802, 31.967)	(44.889, 31.962)	(44.976, 31.956)	(45.062, 31.951)	(45.148, 31.946)	(45.234, 31.940)	(45.320, 31.935)	(45.406, 31.930)	(45.491, 31.925)	(45.577, 31.920)	(45.662, 31.914)	(45.747, 31.909)	(45.832, 31.904)	(45.916, 31.899)	(46.001, 31.894)	(46.085, 31.889)	(46.169, 31.884)	(46.253, 31.879)	(46.337, 31.874)	(46.420, 31.869)	(46.504, 31.864)	(46.587, 31.859)	(46.670, 31.854)	(46.753, 31.849)	(46.836, 31.844)	(46.918, 31.839)	(47.001, 31.835)	(47.083, 31.830)	(47.165, 31.825)	(47.247, 31.820)	(47.329, 31.815)	(47.411, 31.810)	(47.492, 31.806)	(47.574, 31.801)	(47.655, 31.796)	(47.736, 31.792)	(47.817, 31.787)	(47.898, 31.782)	(47.978, 31.778)	(48.059, 31.773)	(48.139, 31.768)	(48.219, 31.764)	(48.299, 31.759)	(48.379, 31.754)	(48.459, 31.750)	(48.539, 31.745)	(48.618, 31.741)	(48.697, 31.736)	(48.777, 31.732)	(48.856, 31.727)	(48.935, 31.723)	(49.013, 31.718)	(49.092, 31.714)	(49.171, 31.710)	(49.249, 31.705)	(49.327, 31.701)	(49.405, 31.696)	(49.483, 31.692)	(49.561, 31.688)	(49.639, 31.683)	(49.717, 31.679)	(49.794, 31.675)	(49.871, 31.671)	(49.949, 31.666)	(50.026, 31.662)	(50.103, 31.658)	(50.180, 31.654)	(50.256, 31.649)	(50.333, 31.645)	(50.409, 31.641)	(50.486, 31.637)	(50.562, 31.633)	(50.638, 31.628)	(50.714, 31.624)	
(42.520, 32.051)	(42.612, 32.045)	(42.704, 32.039)	(42.795, 32.033)	(42.887, 32.027)	(42.978, 32.021)	(43.069, 32.016)	(43.160, 32.010)	(43.250, 32.004)	(43.341, 31.998)	(43.431, 31.993)	(43.520, 31.987)	(43.610, 31.981)	(43.700, 31.976)	(43.789, 31.970)	(43.878, 31.965)	(43.967, 31.959)	(44.055, 31.954)	(44.144, 31.948)	(44.232, 31.943)	(44.320, 31.937)	(44.408, 31.932)	(44.495, 31.926)	(44.583, 31.921)	(44.670, 31.916)	(44.757, 31.910)	(44.844, 31.905)	(44.931, 31.900)	(45.017, 31.894)	(45.103, 31.889)	(45.189, 31.884)	(45.275, 31.879)	(45.361, 31.873)	(45.446, 31.868)	(45.532, 31.863)	(45.617, 31.858)	(45.702, 31.853)	(45.787, 31.848)	(45.871, 31.842)	(45.956, 31.837)	(46.040, 31.832)	(46.124, 31.827)	(46.208, 31.822)	(46.292, 31.817)	(46.376, 31.812)	(46.459, 31.807)	(46.542, 31.802)	(46.626, 31.797)	(46.709, 31.792)	(46.791, 31.788)	(46.874, 31.783)	(46.956, 31.778)	(47.039, 31.773)	(47.121, 31.768)	(47.203, 31.763)	(47.285, 31.759)	(47.366, 31.754)	(47.448, 31.749)	(47.529, 31.744)	(47.611, 31.740)	(47.692, 31.735)	(47.773, 31.730)	(47.853, 31.726)	(47.934, 31.721)	(48.015, 31.716)	(48.095, 31.712)	(48.175, 31.707)	(48.255, 31.702)	(48.335, 31.698)	(48.415, 31.693)	(48.494, 31.689)	(48.574, 31.684)	(48.653, 31.680)	(48.733, 31.675)	(48.812, 31.671)	(48.891, 31.666)	(48.969, 31.662)	(49.048, 31.657)	(49.127, 31.653)	(49.205, 31.649)	(49.283, 31.644)	(49.361, 31.640)	(49.439, 31.636)	(49.517, 31.631)	(49.595, 31.627)	(49.673, 31.623)	(49.750, 31.618)	(49.827, 31.614)	(49.905, 31.610)	(49.982, 31.605)	(50.059, 31.601)	(50.136, 31.597)	(50.212, 31.593)	(50.289, 31.589)	(50.366, 31.584)	(50.442, 31.580)	(50.518, 31.576)	(50.594, 31.572)	(50.670, 31.568)	(50.746, 31.564)	
