Index_Num,starttime,resolution,speed,volume,occupancy,speed_处理后,volume_处理后,occupancy_处理后
704,2011-03-02T05:15:00,0:05:00,64.19,75,5.8,64.19,75,5.8
706,2011-03-02T05:20:00,0:05:00,64.73,98,7.53,64.73,98,7.53
708,2011-03-02T05:25:00,0:05:00,63.26,124,9.13,63.26,124,9.13
710,2011-03-02T05:30:00,0:05:00,63.71,149,11.4,63.71,149,11.4
712,2011-03-02T05:35:00,0:05:00,62.98,140,11.27,62.98,140,11.27
714,2011-03-02T05:40:00,0:05:00,63.87,113,9.27,63.87,113,9.27
716,2011-03-02T05:45:00,0:05:00,62.53,160,12.6,62.53,160,12.6
718,2011-03-02T05:50:00,0:05:00,65.9,122,9.2,65.9,122,9.2
720,2011-03-02T05:55:00,0:05:00,63.61,121,10.47,63.61,121,10.47
722,2011-03-02T06:00:00,0:05:00,63.31,145,11.73,63.31,145,11.73
724,2011-03-02T06:05:00,0:05:00,59.93,164,14,59.93,164,14
726,2011-03-02T06:10:00,0:05:00,58.23,101,14.11,58.23,101,14.11
728,2011-03-02T06:15:00,0:05:00,53.57,119,18.44,53.57,119,18.44
730,2011-03-02T06:20:00,0:05:00,52.48,146,17.08,52.48,146,17.08
732,2011-03-02T06:25:00,0:05:00,54.18,131,16.36,54.18,131,16.36
734,2011-03-02T06:30:00,0:05:00,52.62,180,17.07,52.62,180,17.07
736,2011-03-02T06:35:00,0:05:00,39.1,151,30.33,39.1,151,30.33
738,2011-03-02T06:40:00,0:05:00,31.31,84,31.33,31.31,84,31.33
740,2011-03-02T06:45:00,0:05:00,29.02,129,36.6,29.02,129,36.6
742,2011-03-02T06:50:00,0:05:00,44.27,146,22.46,44.27,146,22.46
744,2011-03-02T06:55:00,0:05:00,27.77,109,29.55,27.77,109,29.55
746,2011-03-02T07:00:00,0:05:00,23.53,86,35.89,23.53,86,35.89
748,2011-03-02T07:05:00,0:05:00,46.57,162,17.67,46.57,162,17.67
750,2011-03-02T07:10:00,0:05:00,27.54,137,31.47,27.54,137,31.47
752,2011-03-02T07:15:00,0:05:00,23.93,152,35.8,23.93,152,35.8
754,2011-03-02T07:20:00,0:05:00,43.51,168,21.6,43.51,168,21.6
756,2011-03-02T07:25:00,0:05:00,36.43,108,25.8,36.43,108,25.8
758,2011-03-02T07:30:00,0:05:00,33.51,129,27.29,33.51,129,27.29
760,2011-03-02T07:35:00,0:05:00,25.31,121,38.2,25.31,121,38.2
762,2011-03-02T07:40:00,0:05:00,30.24,165,33.33,30.24,165,33.33
764,2011-03-02T07:45:00,0:05:00,24.88,157,34.13,24.88,157,34.13
766,2011-03-02T07:50:00,0:05:00,45.23,167,20.33,45.23,167,20.33
768,2011-03-02T07:55:00,0:05:00,53.73,198,19,53.73,198,19
770,2011-03-02T08:00:00,0:05:00,52.77,152,16.07,52.77,152,16.07
772,2011-03-02T08:05:00,0:05:00,26.42,151,37.47,26.42,151,37.47
774,2011-03-02T08:10:00,0:05:00,51.11,160,16.13,51.11,160,16.13
776,2011-03-02T08:15:00,0:05:00,35.78,91,30.3,35.78,91,30.3
778,2011-03-02T08:20:00,0:05:00,27.02,126,35.86,27.02,126,35.86
780,2011-03-02T08:25:00,0:05:00,24.94,155,36.73,24.94,155,36.73
782,2011-03-02T08:30:00,0:05:00,43.99,160,22.8,43.99,160,22.8
784,2011-03-02T08:35:00,0:05:00,40.93,152,21.93,40.93,152,21.93
786,2011-03-02T08:40:00,0:05:00,40.26,163,26.13,40.26,163,26.13
788,2011-03-02T08:45:00,0:05:00,51.93,181,18.53,51.93,181,18.53
790,2011-03-02T08:50:00,0:05:00,55.28,191,18.27,55.28,191,18.27
792,2011-03-02T08:55:00,0:05:00,36.73,151,32.4,36.73,151,32.4
794,2011-03-02T09:00:00,0:05:00,31.82,163,30.2,31.82,163,30.2
796,2011-03-02T09:05:00,0:05:00,30.45,91,29.11,30.45,91,29.11
798,2011-03-02T09:10:00,0:05:00,32.54,121,29.85,32.54,121,29.85
800,2011-03-02T09:15:00,0:05:00,18.65,96,40.09,18.65,96,40.09
802,2011-03-02T09:20:00,0:05:00,34.57,144,28.07,34.57,144,28.07
804,2011-03-02T09:25:00,0:05:00,36.83,161,25.87,36.83,161,25.87
806,2011-03-02T09:30:00,0:05:00,42.47,154,23.47,42.47,154,23.47
808,2011-03-02T09:35:00,0:05:00,46.89,147,27.13,46.89,147,27.13
810,2011-03-02T09:40:00,0:05:00,51.58,114,14,51.58,114,14
812,2011-03-02T09:45:00,0:05:00,59.96,104,12.73,59.96,104,12.73
814,2011-03-02T09:50:00,0:05:00,62.35,112,8.87,62.35,112,8.87
816,2011-03-02T09:55:00,0:05:00,61.68,133,12.6,61.68,133,12.6
818,2011-03-02T10:00:00,0:05:00,61.18,87,14.11,61.18,87,14.11
820,2011-03-02T10:05:00,0:05:00,62.53,101,7.8,62.53,101,7.8
822,2011-03-02T10:10:00,0:05:00,63.17,101,8.6,63.17,101,8.6
824,2011-03-02T10:15:00,0:05:00,61.57,127,10.53,61.57,127,10.53
826,2011-03-02T10:20:00,0:05:00,63.31,96,7.67,63.31,96,7.67
828,2011-03-02T10:25:00,0:05:00,61.2,124,11.2,61.2,124,11.2
830,2011-03-02T10:30:00,0:05:00,61.35,77,10.44,61.35,77,10.44
832,2011-03-02T10:35:00,0:05:00,60.87,152,14.2,60.87,152,14.2
834,2011-03-02T10:40:00,0:05:00,60.28,58,10,60.28,58,10
836,2011-03-02T10:45:00,0:05:00,60.28,134,11.93,60.28,134,11.93
838,2011-03-02T10:50:00,0:05:00,59.59,103,9.85,59.59,103,9.85
840,2011-03-02T10:55:00,0:05:00,62.13,60,7.82,62.13,60,7.82
842,2011-03-02T11:00:00,0:05:00,61.52,115,9.73,61.52,115,9.73
844,2011-03-02T11:05:00,0:05:00,61.66,121,10.53,61.66,121,10.53
846,2011-03-02T11:10:00,0:05:00,62.86,130,10.87,62.86,130,10.87
848,2011-03-02T11:15:00,0:05:00,61.19,116,10,61.19,116,10
850,2011-03-02T11:20:00,0:05:00,60.25,113,11.77,60.25,113,11.77
852,2011-03-02T11:25:00,0:05:00,61.78,77,8.18,61.78,77,8.18
854,2011-03-02T11:30:00,0:05:00,62.82,95,7.67,62.82,95,7.67
856,2011-03-02T11:35:00,0:05:00,62.05,130,10.93,62.05,130,10.93
858,2011-03-02T11:40:00,0:05:00,62.44,57,7.44,62.44,57,7.44
860,2011-03-02T11:45:00,0:05:00,62.65,92,7.4,62.65,92,7.4
862,2011-03-02T11:50:00,0:05:00,61.39,97,9.46,61.39,97,9.46
864,2011-03-02T11:55:00,0:05:00,60.81,74,9.45,60.81,74,9.45
866,2011-03-02T12:00:00,0:05:00,61.46,59,11,61.46,59,11
868,2011-03-02T12:05:00,0:05:00,62.81,89,10.27,62.81,89,10.27
870,2011-03-02T12:10:00,0:05:00,63.03,73,9.44,63.03,73,9.44
872,2011-03-02T12:15:00,0:05:00,61.32,111,9.73,61.32,111,9.73
874,2011-03-02T12:20:00,0:05:00,61.3,143,13.13,61.3,143,13.13
876,2011-03-02T12:25:00,0:05:00,61.99,145,12.33,61.99,145,12.33
878,2011-03-02T12:30:00,0:05:00,62.67,95,9,62.67,95,9
880,2011-03-02T12:35:00,0:05:00,63.05,103,11.18,63.05,103,11.18
882,2011-03-02T12:40:00,0:05:00,62.96,99,9.47,62.96,99,9.47
884,2011-03-02T12:45:00,0:05:00,60.97,131,12.67,60.97,131,12.67
886,2011-03-02T12:50:00,0:05:00,62.96,108,8.87,62.96,108,8.87
888,2011-03-02T12:55:00,0:05:00,61.14,72,9.8,61.14,72,9.8
890,2011-03-02T13:00:00,0:05:00,60.91,141,12.64,60.91,141,12.64
892,2011-03-02T13:05:00,0:05:00,61.5,106,10.13,61.5,106,10.13
894,2011-03-02T13:10:00,0:05:00,63.76,78,8.08,63.76,78,8.08
896,2011-03-02T13:15:00,0:05:00,62.55,96,11.45,62.55,96,11.45
898,2011-03-02T13:20:00,0:05:00,61.61,121,9.33,61.61,121,9.33
900,2011-03-02T13:25:00,0:05:00,60.52,126,9.67,60.52,126,9.67
902,2011-03-02T13:30:00,0:05:00,62.59,91,12.44,62.59,91,12.44
904,2011-03-02T13:35:00,0:05:00,60.07,151,12.73,60.07,151,12.73
906,2011-03-02T13:40:00,0:05:00,62.3,113,9.53,62.3,113,9.53
908,2011-03-02T13:45:00,0:05:00,60.43,120,10.13,60.43,120,10.13
910,2011-03-02T13:50:00,0:05:00,62.55,106,8.2,62.55,106,8.2
912,2011-03-02T13:55:00,0:05:00,58.66,142,12.33,58.66,142,12.33
914,2011-03-02T14:00:00,0:05:00,62.29,113,10.4,62.29,113,10.4
916,2011-03-02T14:05:00,0:05:00,58.41,51,7.78,58.41,51,7.78
918,2011-03-02T14:10:00,0:05:00,59.29,115,9.13,59.29,115,9.13
920,2011-03-02T14:15:00,0:05:00,63.24,96,7.13,63.24,96,7.13
922,2011-03-02T14:20:00,0:05:00,61.74,163,14.93,61.74,163,14.93
924,2011-03-02T14:25:00,0:05:00,59.99,168,14.67,59.99,168,14.67
926,2011-03-02T14:30:00,0:05:00,62.71,154,13.07,62.71,154,13.07
928,2011-03-02T14:35:00,0:05:00,61.33,126,10.8,61.33,126,10.8
930,2011-03-02T14:40:00,0:05:00,60.41,160,13,60.41,160,13
932,2011-03-02T14:45:00,0:05:00,60.79,123,10,60.79,123,10
934,2011-03-02T14:50:00,0:05:00,61.54,74,7.08,61.54,74,7.08
936,2011-03-02T14:55:00,0:05:00,62.92,75,7.5,62.92,75,7.5
938,2011-03-02T15:00:00,0:05:00,62.49,154,13,62.49,154,13
940,2011-03-02T15:05:00,0:05:00,61.47,162,13.67,61.47,162,13.67
942,2011-03-02T15:10:00,0:05:00,59.37,167,15,59.37,167,15
944,2011-03-02T15:15:00,0:05:00,61.31,162,15.79,61.31,162,15.79
946,2011-03-02T15:20:00,0:05:00,62.78,164,13.2,62.78,164,13.2
948,2011-03-02T15:25:00,0:05:00,62.46,127,10.8,62.46,127,10.8
950,2011-03-02T15:30:00,0:05:00,62.29,147,12.07,62.29,147,12.07
952,2011-03-02T15:35:00,0:05:00,58.46,192,16.33,58.46,192,16.33
954,2011-03-02T15:40:00,0:05:00,51.98,179,22.47,51.98,179,22.47
956,2011-03-02T15:45:00,0:05:00,57.65,156,13.53,57.65,156,13.53
958,2011-03-02T15:50:00,0:05:00,60.26,85,7.2,60.26,85,7.2
960,2011-03-02T15:55:00,0:05:00,56.99,148,12.6,56.99,148,12.6
962,2011-03-02T16:00:00,0:05:00,60.34,127,12.23,60.34,127,12.23
964,2011-03-02T16:05:00,0:05:00,57.71,82,14,57.71,82,14
966,2011-03-02T16:10:00,0:05:00,46.92,142,17.5,46.92,142,17.5
968,2011-03-02T16:15:00,0:05:00,42.95,151,23.27,42.95,151,23.27
970,2011-03-02T16:20:00,0:05:00,37.64,145,28.87,37.64,145,28.87
972,2011-03-02T16:25:00,0:05:00,37.78,160,28,37.78,160,28
974,2011-03-02T16:30:00,0:05:00,24.58,83,32.33,24.58,83,32.33
976,2011-03-02T16:35:00,0:05:00,24.61,142,30.47,24.61,142,30.47
978,2011-03-02T16:40:00,0:05:00,28.22,155,34.8,28.22,155,34.8
980,2011-03-02T16:45:00,0:05:00,25,157,32.67,25,157,32.67
982,2011-03-02T16:50:00,0:05:00,32.43,143,26.67,32.43,143,26.67
984,2011-03-02T16:55:00,0:05:00,27.65,135,26.67,27.65,135,26.67
986,2011-03-02T17:00:00,0:05:00,26.84,135,31.2,26.84,135,31.2
988,2011-03-02T17:05:00,0:05:00,30.23,94,37,30.23,94,37
990,2011-03-02T17:10:00,0:05:00,52.14,124,13.85,52.14,124,13.85
992,2011-03-02T17:15:00,0:05:00,60.46,112,13.64,60.46,112,13.64
994,2011-03-02T17:20:00,0:05:00,60.08,163,14.2,60.08,163,14.2
996,2011-03-02T17:25:00,0:05:00,59.68,157,14.07,59.68,157,14.07
998,2011-03-02T17:30:00,0:05:00,59.44,171,14.87,59.44,171,14.87
1000,2011-03-02T17:35:00,0:05:00,55.15,144,13.07,55.15,144,13.07
1002,2011-03-02T17:40:00,0:05:00,58.2,142,12.73,58.2,142,12.73
1004,2011-03-02T17:45:00,0:05:00,57.89,128,11.53,57.89,128,11.53
1006,2011-03-02T17:50:00,0:05:00,59.32,66,9.11,59.32,66,9.11
1008,2011-03-02T17:55:00,0:05:00,60.59,88,11.5,60.59,88,11.5
1010,2011-03-02T18:00:00,0:05:00,59.35,93,8.71,59.35,93,8.71
1012,2011-03-02T18:05:00,0:05:00,60.68,100,8.27,60.68,100,8.27
1014,2011-03-02T18:10:00,0:05:00,56.32,121,11.13,56.32,121,11.13
1016,2011-03-02T18:15:00,0:05:00,59.57,104,8.2,59.57,104,8.2
1018,2011-03-02T18:20:00,0:05:00,59.29,107,8.87,59.29,107,8.87
1020,2011-03-02T18:25:00,0:05:00,58.06,105,9.2,58.06,105,9.2
1022,2011-03-02T18:30:00,0:05:00,58.8,90,8.33,58.8,90,8.33
1024,2011-03-02T18:35:00,0:05:00,59.59,88,7.53,59.59,88,7.53
1026,2011-03-02T18:40:00,0:05:00,58.66,106,8.4,58.66,106,8.4
1028,2011-03-02T18:45:00,0:05:00,60.83,96,7.27,60.83,96,7.27
1030,2011-03-02T18:50:00,0:05:00,59.29,65,5.27,59.29,65,5.27
1032,2011-03-02T18:55:00,0:05:00,59.99,76,6.07,59.99,76,6.07
1034,2011-03-02T19:00:00,0:05:00,60.79,47,6.11,60.79,47,6.11
1036,2011-03-02T19:05:00,0:05:00,60.51,78,6.6,60.51,78,6.6
1038,2011-03-02T19:10:00,0:05:00,60.16,79,6.07,60.16,79,6.07
1040,2011-03-02T19:15:00,0:05:00,60.23,83,6.67,60.23,83,6.67
1042,2011-03-02T19:20:00,0:05:00,59.27,93,7.53,59.27,93,7.53
1044,2011-03-02T19:25:00,0:05:00,61.56,55,4.47,61.56,55,4.47
1046,2011-03-02T19:30:00,0:05:00,62.23,44,2.8,62.23,44,2.8
1048,2011-03-02T19:35:00,0:05:00,60.64,77,6.2,60.64,77,6.2
1050,2011-03-02T19:40:00,0:05:00,61.69,35,2.85,61.69,35,2.85
1052,2011-03-02T19:45:00,0:05:00,60.84,49,4.73,60.84,49,4.73
1054,2011-03-02T19:50:00,0:05:00,62.18,71,5.87,62.18,71,5.87
1056,2011-03-02T19:55:00,0:05:00,62.19,54,4.07,62.19,54,4.07
1058,2011-03-02T20:00:00,0:05:00,62.84,25,1.4,62.84,25,1.4
1060,2011-03-02T20:05:00,0:05:00,62.5,30,2.07,62.5,30,2.07
1062,2011-03-02T20:10:00,0:05:00,64.1,51,3.67,64.1,51,3.67
1064,2011-03-02T20:15:00,0:05:00,62.26,39,2.67,62.26,39,2.67
1066,2011-03-02T20:20:00,0:05:00,62.82,55,4,62.82,55,4
1068,2011-03-02T20:25:00,0:05:00,63.28,32,3.22,63.28,32,3.22
1070,2011-03-02T20:30:00,0:05:00,61.04,50,6.89,61.04,50,6.89
1072,2011-03-02T20:35:00,0:05:00,62.12,43,2.8,62.12,43,2.8
1074,2011-03-02T20:40:00,0:05:00,62.87,46,3.33,62.87,46,3.33
1076,2011-03-02T20:45:00,0:05:00,61.3,30,2.07,61.3,30,2.07
1078,2011-03-02T20:50:00,0:05:00,63.09,67,5.33,63.09,67,5.33
1080,2011-03-02T20:55:00,0:05:00,63.02,41,2.73,63.02,41,2.73
1082,2011-03-02T21:00:00,0:05:00,63.72,25,3.11,63.72,25,3.11
1084,2011-03-02T21:05:00,0:05:00,62.58,43,2.67,62.58,43,2.67
1086,2011-03-02T21:10:00,0:05:00,61.67,52,4.2,61.67,52,4.2
1088,2011-03-02T21:15:00,0:05:00,62.4,68,5.07,62.4,68,5.07
1090,2011-03-02T21:20:00,0:05:00,62.94,48,3.07,62.94,48,3.07
1092,2011-03-02T21:25:00,0:05:00,62.47,34,2.27,62.47,34,2.27
1094,2011-03-02T21:30:00,0:05:00,62.43,35,2.47,62.43,35,2.47
1096,2011-03-02T21:35:00,0:05:00,62.4,25,1.53,62.4,25,1.53
1098,2011-03-02T21:40:00,0:05:00,63.31,35,2.47,63.31,35,2.47
1100,2011-03-02T21:45:00,0:05:00,64.47,19,1.67,64.47,19,1.67
1102,2011-03-02T21:50:00,0:05:00,64.92,24,1.73,64.92,24,1.73
1104,2011-03-02T21:55:00,0:05:00,64,33,2.47,64,33,2.47
1106,2011-03-02T22:00:00,0:05:00,64.41,17,0.8,64.41,17,0.8
1108,2011-03-02T22:05:00,0:05:00,64.45,11,0.67,64.45,11,0.67
1110,2011-03-02T22:10:00,0:05:00,61.56,18,0.93,61.56,18,0.93
1112,2011-03-02T22:15:00,0:05:00,63.68,19,2.22,63.68,19,2.22
1114,2011-03-02T22:20:00,0:05:00,62.8,25,1.4,62.8,25,1.4
1116,2011-03-02T22:25:00,0:05:00,62.53,15,0.87,62.53,15,0.87
1118,2011-03-02T22:30:00,0:05:00,63.33,9,0.6,63.33,9,0.6
1120,2011-03-02T22:35:00,0:05:00,65.14,7,0.6,65.14,7,0.6
1122,2011-03-02T22:40:00,0:05:00,60.36,33,2.71,60.36,33,2.71
1124,2011-03-02T22:45:00,0:05:00,63.63,38,2.13,63.63,38,2.13
1126,2011-03-02T22:50:00,0:05:00,65.4,15,0.8,65.4,15,0.8
1128,2011-03-02T22:55:00,0:05:00,62.33,6,0.13,62.33,6,0.13
1130,2011-03-02T23:00:00,0:05:00,63.56,9,0.56,63.56,9,0.56
1132,2011-03-02T23:05:00,0:05:00,56.68,19,0.93,56.68,19,0.93
1134,2011-03-02T23:10:00,0:05:00,60.92,24,1.4,60.92,24,1.4
1136,2011-03-02T23:15:00,0:05:00,65.64,11,0.4,65.64,11,0.4
1138,2011-03-02T23:20:00,0:05:00,65.32,19,1.07,65.32,19,1.07
1140,2011-03-02T23:25:00,0:05:00,63,12,0.8,63,12,0.8
1142,2011-03-02T23:30:00,0:05:00,57.27,11,0.79,57.27,11,0.79
1144,2011-03-02T23:35:00,0:05:00,60.82,17,1,60.82,17,1
1146,2011-03-02T23:40:00,0:05:00,62.67,6,0.22,62.67,6,0.22
1148,2011-03-02T23:45:00,0:05:00,52.89,9,0.4,52.89,9,0.4
1150,2011-03-02T23:50:00,0:05:00,62.13,8,0.67,62.13,8,0.67
1152,2011-03-02T23:55:00,0:05:00,64.45,11,0.73,64.45,11,0.73
1154,2011-03-03T00:00:00,0:05:00,58.8,5,0.2,58.8,5,0.2
1155,2011-03-03T00:05:00,0:05:00,64.8,5,0.13,64.8,5,0.13
1157,2011-03-03T00:10:00,0:05:00,60,2,0,60,2,0
1159,2011-03-03T00:15:00,0:05:00,63.2,10,0.53,63.2,10,0.53
1162,2011-03-03T00:20:00,0:05:00,60.8,10,0.53,60.8,10,0.53
1163,2011-03-03T00:25:00,0:05:00,62,7,0.27,62,7,0.27
1165,2011-03-03T00:30:00,0:05:00,58.67,3,0.07,58.67,3,0.07
1167,2011-03-03T00:35:00,0:05:00,55,2,0.13,55,2,0.13
1170,2011-03-03T00:40:00,0:05:00,62.33,6,0.27,62.33,6,0.27
1172,2011-03-03T00:45:00,0:05:00,NA,0,0,61.27,0,0
1174,2011-03-03T00:50:00,0:05:00,63.83,12,0.4,63.83,12,0.4
1176,2011-03-03T00:55:00,0:05:00,62.71,7,0.4,62.71,7,0.4
1177,2011-03-03T01:00:00,0:05:00,65.67,3,0,65.67,3,0
1180,2011-03-03T01:05:00,0:05:00,62,4,0.27,62,4,0.27
1181,2011-03-03T01:10:00,0:05:00,64,2,0,64,2,0
1184,2011-03-03T01:15:00,0:05:00,61,4,0.36,61,4,0.36
1185,2011-03-03T01:20:00,0:05:00,56,2,0.13,56,2,0.13
1187,2011-03-03T01:25:00,0:05:00,NA,0,0,62.33,0,0
1189,2011-03-03T01:30:00,0:05:00,57.5,4,0.27,57.5,4,0.27
1191,2011-03-03T01:35:00,0:05:00,NA,0,0,68,0,0
1194,2011-03-03T01:40:00,0:05:00,60,2,0.13,60,2,0.13
1195,2011-03-03T01:45:00,0:05:00,63.43,7,0.87,63.43,7,0.87
1198,2011-03-03T01:50:00,0:05:00,69,1,0,69,1,0
1200,2011-03-03T01:55:00,0:05:00,49,1,0.07,49,1,0.07
1202,2011-03-03T02:00:00,0:05:00,65,1,0.07,65,1,0.07
1204,2011-03-03T02:05:00,0:05:00,60,3,0,60,3,0
1206,2011-03-03T02:10:00,0:05:00,64,4,0.4,64,4,0.4
1207,2011-03-03T02:15:00,0:05:00,68,2,0,68,2,0
1210,2011-03-03T02:20:00,0:05:00,60,1,0,60,1,0
1211,2011-03-03T02:25:00,0:05:00,56,2,0.18,56,2,0.18
1214,2011-03-03T02:30:00,0:05:00,62.2,10,0.53,62.2,10,0.53
1216,2011-03-03T02:35:00,0:05:00,64,1,0.11,64,1,0.11
1218,2011-03-03T02:40:00,0:05:00,58.86,7,0.47,58.86,7,0.47
1220,2011-03-03T02:45:00,0:05:00,57.75,8,0.53,57.75,8,0.53
1221,2011-03-03T02:50:00,0:05:00,70,2,0,70,2,0
1224,2011-03-03T02:55:00,0:05:00,60,3,0.2,60,3,0.2
1226,2011-03-03T03:00:00,0:05:00,60,1,0.07,60,1,0.07
1228,2011-03-03T03:05:00,0:05:00,64.43,7,0.47,64.43,7,0.47
1230,2011-03-03T03:10:00,0:05:00,69,2,0.07,69,2,0.07
1232,2011-03-03T03:15:00,0:05:00,64.5,4,0.13,64.5,4,0.13
1234,2011-03-03T03:20:00,0:05:00,60,1,0.08,60,1,0.08
1236,2011-03-03T03:25:00,0:05:00,61.8,5,0.45,61.8,5,0.45
1238,2011-03-03T03:30:00,0:05:00,66.5,8,0.77,66.5,8,0.77
1240,2011-03-03T03:35:00,0:05:00,63,6,0.18,63,6,0.18
1241,2011-03-03T03:40:00,0:05:00,61.67,6,0.44,61.67,6,0.44
1244,2011-03-03T03:45:00,0:05:00,66.2,10,0.4,66.2,10,0.4
1246,2011-03-03T03:50:00,0:05:00,NA,0,0,64.39,0,0
1248,2011-03-03T03:55:00,0:05:00,61.64,11,0.53,61.64,11,0.53
1250,2011-03-03T04:00:00,0:05:00,59,1,0,59,1,0
1252,2011-03-03T04:05:00,0:05:00,NA,0,0,64.35,0,0
1254,2011-03-03T04:10:00,0:05:00,58.2,10,0.4,58.2,10,0.4
1256,2011-03-03T04:15:00,0:05:00,62.89,18,1.67,62.89,18,1.67
1258,2011-03-03T04:20:00,0:05:00,67.67,21,1.2,67.67,21,1.2
1260,2011-03-03T04:25:00,0:05:00,65.23,13,0.6,65.23,13,0.6
1262,2011-03-03T04:30:00,0:05:00,63.46,24,1.27,63.46,24,1.27
1264,2011-03-03T04:35:00,0:05:00,63.95,37,2.53,63.95,37,2.53
1266,2011-03-03T04:40:00,0:05:00,67.53,45,2.6,67.53,45,2.6
1268,2011-03-03T04:45:00,0:05:00,63.61,44,2.73,63.61,44,2.73
1270,2011-03-03T04:50:00,0:05:00,64,31,2.13,64,31,2.13
1272,2011-03-03T04:55:00,0:05:00,65.5,28,1.6,65.5,28,1.6
1274,2011-03-03T05:00:00,0:05:00,65.68,37,2.2,65.68,37,2.2
1276,2011-03-03T05:05:00,0:05:00,61.63,32,2.93,61.63,32,2.93
1278,2011-03-03T05:10:00,0:05:00,64.38,60,4.73,64.38,60,4.73
1280,2011-03-03T05:15:00,0:05:00,64.57,61,4.47,64.57,61,4.47
1282,2011-03-03T05:20:00,0:05:00,65.21,57,3.87,65.21,57,3.87
1284,2011-03-03T05:25:00,0:05:00,64.01,79,6,64.01,79,6
1286,2011-03-03T05:30:00,0:05:00,62.31,87,6.67,62.31,87,6.67
1288,2011-03-03T05:35:00,0:05:00,60.84,132,10.73,60.84,132,10.73
1290,2011-03-03T05:40:00,0:05:00,63.09,109,8.67,63.09,109,8.67
1292,2011-03-03T05:45:00,0:05:00,65.22,110,8.47,65.22,110,8.47
1294,2011-03-03T05:50:00,0:05:00,63.46,143,11.53,63.46,143,11.53
1296,2011-03-03T05:55:00,0:05:00,62.92,107,8.6,62.92,107,8.6
1298,2011-03-03T06:00:00,0:05:00,60.08,132,11.4,60.08,132,11.4
1300,2011-03-03T06:05:00,0:05:00,60.88,130,11.13,60.88,130,11.13
1302,2011-03-03T06:10:00,0:05:00,60.26,174,14.93,60.26,174,14.93
1304,2011-03-03T06:15:00,0:05:00,39.45,172,25.6,39.45,172,25.6
1306,2011-03-03T06:20:00,0:05:00,27.63,98,30.44,27.63,98,30.44
1308,2011-03-03T06:25:00,0:05:00,48.98,166,18.6,48.98,166,18.6
1310,2011-03-03T06:30:00,0:05:00,40.55,73,30.11,40.55,73,30.11
1312,2011-03-03T06:35:00,0:05:00,47.57,104,16.5,47.57,104,16.5
1314,2011-03-03T06:40:00,0:05:00,23.83,65,32.63,23.83,65,32.63
1316,2011-03-03T06:45:00,0:05:00,16.87,127,39.53,16.87,127,39.53
1318,2011-03-03T06:50:00,0:05:00,19.64,129,35.2,19.64,129,35.2
1320,2011-03-03T06:55:00,0:05:00,18.42,118,39.2,18.42,118,39.2
1322,2011-03-03T07:00:00,0:05:00,18.74,117,34.8,18.74,117,34.8
1324,2011-03-03T07:05:00,0:05:00,30.84,144,29.8,30.84,144,29.8
1326,2011-03-03T07:10:00,0:05:00,26.96,139,32.53,26.96,139,32.53
1328,2011-03-03T07:15:00,0:05:00,24.77,146,32.73,24.77,146,32.73
1330,2011-03-03T07:20:00,0:05:00,24.99,145,31.2,24.99,145,31.2
1332,2011-03-03T07:25:00,0:05:00,29.8,173,31.8,29.8,173,31.8
1334,2011-03-03T07:30:00,0:05:00,49.87,173,18.2,49.87,173,18.2
1336,2011-03-03T07:35:00,0:05:00,33.95,150,27.53,33.95,150,27.53
1338,2011-03-03T07:40:00,0:05:00,31.02,109,23.85,31.02,109,23.85
1340,2011-03-03T07:45:00,0:05:00,36.17,105,21.18,36.17,105,21.18
1342,2011-03-03T07:50:00,0:05:00,39.99,143,19.6,39.99,143,19.6
1344,2011-03-03T07:55:00,0:05:00,33.54,151,24.6,33.54,151,24.6
1346,2011-03-03T08:00:00,0:05:00,41.81,154,22.67,41.81,154,22.67
1348,2011-03-03T08:05:00,0:05:00,51.74,170,18.53,51.74,170,18.53
1350,2011-03-03T08:10:00,0:05:00,49.28,144,18.27,49.28,144,18.27
1352,2011-03-03T08:15:00,0:05:00,58.65,125,10.6,58.65,125,10.6
1354,2011-03-03T08:20:00,0:05:00,56.9,136,13.2,56.9,136,13.2
1356,2011-03-03T08:25:00,0:05:00,56.96,142,13.27,56.96,142,13.27
1358,2011-03-03T08:30:00,0:05:00,54.59,177,17.33,54.59,177,17.33
1360,2011-03-03T08:35:00,0:05:00,55.72,170,17.6,55.72,170,17.6
1362,2011-03-03T08:40:00,0:05:00,60.16,149,12.73,60.16,149,12.73
1364,2011-03-03T08:45:00,0:05:00,60.38,128,11.6,60.38,128,11.6
1366,2011-03-03T08:50:00,0:05:00,62.33,123,11.33,62.33,123,11.33
1368,2011-03-03T08:55:00,0:05:00,59.3,140,13.27,59.3,140,13.27
1370,2011-03-03T09:00:00,0:05:00,63.04,118,10.07,63.04,118,10.07
1372,2011-03-03T09:05:00,0:05:00,60.97,127,11.47,60.97,127,11.47
1374,2011-03-03T09:10:00,0:05:00,60.69,124,11.6,60.69,124,11.6
1376,2011-03-03T09:15:00,0:05:00,61.77,86,11.11,61.77,86,11.11
1378,2011-03-03T09:20:00,0:05:00,62.28,135,11.27,62.28,135,11.27
1380,2011-03-03T09:25:00,0:05:00,58.96,150,13.13,58.96,150,13.13
1382,2011-03-03T09:30:00,0:05:00,61.04,106,8.87,61.04,106,8.87
1384,2011-03-03T09:35:00,0:05:00,60.47,154,13.33,60.47,154,13.33
